"""""CUSTOMER","""""Order","""""Line","""""Split","""""Designation","""""QTY 1","""""QTY 2","""""QTY 3","""""QTY 4","""NET PRICE","""""DPC","""""USER","""""LOTE","""""HOLD REASON","""Registration Date","""""Cancelation Date"
CEMASA,20D0009418,197,A,UC 205-16,22,22,22,22,8.84,CYM,COHLT,,EXP,20201119,20220601
HIVIMAR,21D0000904,2,D,UC 206,2,2,2,2,9.39,CYM,COHLT,,EXP,20210202,20220601
HIVIMAUT,21D0003037,222,B,VKMA 95975,1,1,1,1,76.58,BEL,O690,P000067812,,20210405,20220603
BEARINGS U.S.A,21D0003394,111,B,PER.M88048/10,5,5,5,5,4.67,CYM,COHLT,,EXP,20210414,20220524
H Y T,21D0003673,72,A,VKUA 4558 A,2,2,2,2,7.75,CYM,GV3367,,EXP,20210422,20220608
H Y T,21D0003673,74,A,VKUA 4515 A,3,3,3,3,7.96,CYM,GV3367,,EXP,20210422,20220608
H Y T,21D0003673,75,A,VKUA 4542 A,2,2,2,2,28.74,CYM,GV3367,,EXP,20210422,20220608
H Y T,21D0003673,77,A,VKUA 4565 A,40,40,40,40,7.17,CYM,GV3367,,EXP,20210422,20220608
H Y T,21D0003673,73,A,PER.UCFT204-12-A,1,1,1,1,6.1,CYM,COHLT,,EXP,20210422,20220527
SR BEARINGS,21D0003870,145,A,62306-2RS1,2,2,2,2,15.48,BEL,COHLT,,EXP,20210429,20220525
INVASA,21D0004048,156,A,PER.LM48548/10,10,10,10,10,2.6,CYM,COHLT,,EXP,20210505,20220602
BEARINGS U.S.A,21D0004227,90,A,PER.L44643/10,2,2,2,2,3.13,CYM,COHLT,,EXP,20210511,20220527
BEARINGS U.S.A,21D0004227,94,A,UC 208,10,10,10,10,14.86,CYM,COHLT,,EXP,20210511,20220527
BEARINGS U.S.A,21D0004232,846,A,6309-2Z/C3GJN,69,69,69,69,8.15,BEL,COHLT,,EXP,20210511,20220603
BEARINGS U.S.A,21D0004232,847,A,6309-2Z/C3GJN,31,31,31,31,8.15,BEL,COHLT,,EXP,20210511,20220603
BEARINGS U.S.A,21D0004232,848,A,6309-2Z/C3GJN,37,37,37,37,8.15,BEL,COHLT,,EXP,20210511,20220603
AGENCIAS,21D0004545,13,A,PER.JLM104910,188,188,188,188,1.49,BEL,GR8643,,EXP,20210520,20220607
BEARINGS,21D0004550,219,B,FNL 516 A,1,1,1,1,222.24,BEL,O690,P000067634,,20210520,20220523
SR BEARINGS,21D0004775,2,A,2216 ETN9,2,2,2,2,69.88,BEL,COHLT,,EXP,20210526,20220601
SR BEARINGS,21D0004775,50,A,KM 8,20,20,20,20,2.9,BEL,COHLT,,EXP,20210526,20220525
CEMASA,21D0005039,84,A,PER.6205-2RLDC3V2,150,150,150,150,1.55,CYM,COHLT,,EXP,20210604,20220601
CEMASA,21D0005165,147,C,FY 2.1/2 TF,3,3,3,3,61.75,BEL,O690,,EXP,20210609,20220530
CEMASA,21D0005165,147,G,FY 2.1/2 TF,2,2,2,2,61.75,BEL,O690,,EXP,20210609,20220530
CEMASA,21D0005165,147,D,FY 2.1/2 TF,3,3,3,3,61.75,BEL,O690,,EXP,20210609,20220530
CEMASA,21D0005165,147,E,FY 2.1/2 TF,4,4,4,4,61.75,BEL,O690,,EXP,20210609,20220530
CEMASA,21D0005165,147,H,FY 2.1/2 TF,1,1,1,1,61.75,BEL,O690,,EXP,20210609,20220530
CEMASA,21D0005165,147,F,FY 2.1/2 TF,1,1,1,1,61.75,BEL,O690,,EXP,20210609,20220530
CEMASA,21D0005165,147,I,FY 2.1/2 TF,1,1,1,1,61.75,BEL,O690,,EXP,20210609,20220530
CEMASA,21D0005165,274,A,KM 15,5,5,5,5,8.97,BEL,O690,,EXP,20210609,20220530
SR BEARINGS,21D0005494,58,A,SY 20 TF,5,5,5,5,15.8,BEL,COHLT,,EXP,20210618,20220525
SR BEARINGS,21D0005494,64,E,SY 2. TF,1,1,1,1,51.98,BEL,COHLT,,EXP,20210618,20220525
SR BEARINGS,21D0005494,64,D,SY 2. TF,3,3,3,3,51.98,BEL,COHLT,,EXP,20210618,20220525
SR BEARINGS,21D0005494,67,A,SY 2. TF,5,5,5,5,55.1,BEL,COHLT,,EXP,20210618,20220525
SR BEARINGS,21D0005501,42,A,NU 307 ECP,4,4,4,4,24.1,BEL,COHLT,,EXP,20210618,20220531
BEARINGS,21D0005510,77,B,16101-2Z,1,1,1,1,5.83,BEL,O690,P000067638,,20210618,20220523
GROUPAUTO,21D0005597,35,A,VKBA 6737,6,6,6,6,61.46,BEL,COHLT,,EXP,20210622,20220526
RODAMIENTO,21D0005612,77,C,UCP 211-32,6,6,6,6,32.8,BEL,COHLT,,EXP,20210622,20220531
BEARINGS U.S.A,21D0005644,513,A,2309 EKTN9/C3,2,2,2,2,44.78,BEL,COHLT,,EXP,20210623,20220603
BEARINGS U.S.A,21D0005644,514,A,6309-2RS1/C3,7,7,7,7,12.33,BEL,COHLT,,EXP,20210623,20220603
BEARINGS U.S.A,21D0005644,515,A,6309-2RS1/C3,23,23,23,23,12.33,BEL,COHLT,,EXP,20210623,20220603
BEARINGS U.S.A,21D0005644,516,A,6309-2RS1/C3,8,8,8,8,12.33,BEL,COHLT,,EXP,20210623,20220603
BEARINGS U.S.A,21D0005644,518,A,6201-2RSH,10,10,10,10,1.77,BEL,COHLT,,EXP,20210623,20220603
BEARINGS U.S.A,21D0005644,519,A,6204-2Z/C3,81,81,81,81,2.15,BEL,COHLT,,EXP,20210623,20220603
BEARINGS U.S.A,21D0005644,520,A,6204-2Z/C3,12,12,12,12,2.15,BEL,COHLT,,EXP,20210623,20220603
BEARINGS U.S.A,21D0005644,521,A,6206-2Z/C3,37,37,37,37,3.3,BEL,COHLT,,EXP,20210623,20220603
BEARINGS U.S.A,21D0005644,524,A,6214-2Z/C3,3,3,3,3,23.66,BEL,COHLT,,EXP,20210623,20220603
BEARINGS U.S.A,21D0005646,947,A,6316-2Z/C3,6,6,6,6,69.4,BEL,O690,,EXP,20210623,20220601
BEARINGS U.S.A,21D0005646,948,A,6316-2Z/C3,6,6,6,6,69.4,BEL,O690,,EXP,20210623,20220601
BEARINGS U.S.A,21D0005646,952,A,6309-2RS1/C3,12,12,12,12,12.33,BEL,COHLT,,EXP,20210623,20220603
BEARINGS U.S.A,21D0005646,953,A,6208-2Z/C3,4,4,4,4,6.2,BEL,COHLT,,EXP,20210623,20220603
BEARINGS U.S.A,21D0005646,955,A,6201-2RSH,20,20,20,20,1.77,BEL,COHLT,,EXP,20210623,20220603
BEARINGS U.S.A,21D0005646,956,A,6204-2Z/C3,40,40,40,40,2.15,BEL,COHLT,,EXP,20210623,20220603
BEARINGS U.S.A,21D0005646,957,A,6206-2Z/C3,30,30,30,30,3.3,BEL,COHLT,,EXP,20210623,20220603
BEARINGS U.S.A,21D0005646,958,A,6212-2RS1/C3,4,4,4,4,13.52,BEL,COHLT,,EXP,20210623,20220603
BEARINGS U.S.A,21D0005646,936,A,30205 J2/Q,10,10,10,10,2.81,BEL,COHLT,,EXP,20210623,20220607
BEARINGS U.S.A,21D0005646,881,A,6000-2RSH,20,20,20,20,1.53,BEL,O690,,EXP,20210623,20220525
ADERCA,21D0005719,29,C,62200-2RS1,7,7,7,7,7.8,BEL,O690,P000067841,,20210625,20220606
ADERCA,21D0005719,29,D,62200-2RS1,17,17,17,17,7.8,BEL,O690,P000067841,,20210625,20220606
RODANDO,21D0005721,1,B,207-ZNR,4,4,4,4,10.32,BEL,O690,P000067818,,20210625,20220603
LUGO,21D0005841,35,C,UCP 206,40,40,40,40,11.25,CYM,COHLT,,EXP,20210628,20220601
CROSSROAD,21D0006478,21,A,47691PRO,8,8,8,8,11.0,CYM,COHLT,,EXP,20210715,20220527
MAFISA,21D0006484,31,B,PER.30204,3,3,3,3,1.77,BEL,GV3367,,EXP,20210716,20220607
ADERCA,21D0006602,43,B,62200-2RS1,14,14,14,14,7.8,BEL,O690,P000067841,,20210720,20220606
SR BEARINGS,21D0006626,2,A,2216 ETN9,6,6,6,6,69.88,BEL,COHLT,,EXP,20210721,20220601
LUBRI B/MANGA,21D0006663,49,B,6204-2Z/C3GJN,39,39,39,39,1.96,BEL,O690,P000067600,,20210722,20220523
RODASA,21D0006785,15,A,1209 EKTN9/C3,6,6,6,6,21.34,BEL,COHLT,,EXP,20210723,20220603
RODASA,21D0006786,9,A,FY 507 M,7,7,7,7,8.89,BEL,COHLT,,EXP,20210723,20220525
RODASA,21D0006793,18,A,1209 EKTN9/C3,2,2,2,2,21.34,BEL,COHLT,,EXP,20210723,20220603
RODASA,21D0006793,315,A,TU 507 M,2,2,2,2,12.93,BEL,GR8643,,EXP,20210723,20220606
RODASA,21D0006796,432,A,TU 507 M,2,2,2,2,12.93,BEL,GR8643,,EXP,20210724,20220606
PIRA,21D0006858,181,B,SY 3/4 TF,7,7,7,7,13.76,BEL,O690,P000067633,,20210726,20220523
PIRA,21D0006858,181,C,SY 3/4 TF,10,10,10,10,13.76,BEL,O690,P000067633,,20210726,20220523
PIRA,21D0006858,181,D,SY 3/4 TF,2,2,2,2,13.76,BEL,O690,P000067633,,20210726,20220523
PIRA,21D0006858,181,E,SY 3/4 TF,2,2,2,2,13.76,BEL,O690,P000067633,,20210726,20220523
PIRA,21D0006858,181,F,SY 3/4 TF,1,1,1,1,13.76,BEL,O690,P000067633,,20210726,20220523
PIRA,21D0006858,181,G,SY 3/4 TF,1,1,1,1,13.76,BEL,O690,P000067633,,20210726,20220523
HIVIMAR,21D0006977,18,A,UCP 211-32,37,37,37,37,23.43,CYM,COHLT,,EXP,20210730,20220531
HIVIMAR,21D0006977,18,B,UCP 211-32,23,23,23,23,23.43,CYM,COHLT,,EXP,20210730,20220531
RODASA,21D0007107,374,A,TU 507 M,2,2,2,2,12.93,BEL,GR8643,,EXP,20210802,20220606
SR BEARINGS,21D0007251,197,B,6207-2RS1,3,3,3,3,4.12,BEL,COHLT,,EXP,20210805,20220607
SR BEARINGS,21D0007251,610,A,626-2Z/C3,20,20,20,20,1.43,BEL,COHLT,,EXP,20210805,20220607
SR BEARINGS,21D0007251,692,A,65X90X7 HMSA10 RG,10,10,10,10,1.69,BEL,COHLT,,EXP,20210805,20220607
SR BEARINGS,21D0007251,696,A,6312-2Z,12,12,12,12,26.19,BEL,COHLT,,EXP,20210805,20220607
SR BEARINGS,21D0007251,702,A,29952,19,19,19,19,4.17,BEL,COHLT,,EXP,20210805,20220607
SR BEARINGS,21D0007251,703,A,7414,10,10,10,10,1.13,BEL,COHLT,,EXP,20210805,20220607
SR BEARINGS,21D0007251,704,A,MB 18,10,10,10,10,1.62,BEL,COHLT,,EXP,20210805,20220607
SR BEARINGS,21D0007251,705,A,FY 2. TF,10,10,10,10,50.79,BEL,COHLT,,EXP,20210805,20220607
SR BEARINGS,21D0007251,707,A,H 316,2,2,2,2,28.51,BEL,COHLT,,EXP,20210805,20220607
SR BEARINGS,21D0007251,709,A,H 2315,6,6,6,6,27.42,BEL,COHLT,,EXP,20210805,20220607
SR BEARINGS,21D0007251,710,A,H 2308,8,8,8,8,9.41,BEL,COHLT,,EXP,20210805,20220607
SR BEARINGS,21D0007251,711,A,62208-2RS1,6,6,6,6,13.43,BEL,COHLT,,EXP,20210805,20220607
SR BEARINGS,21D0007251,702,B,29952,1,1,1,1,4.17,BEL,COHLT,,EXP,20210805,20220607
SR BEARINGS,21D0007275,232,A,40X52X8 HMSA10 RG,10,10,10,10,1.0,BEL,COHLT,,EXP,20210805,20220525
SR BEARINGS,21D0007275,234,A,22311 E,1,1,1,1,70.95,BEL,COHLT,,EXP,20210805,20220527
SR BEARINGS,21D0007275,33,A,30207 J2/Q,14,14,14,14,5.48,BEL,COHLT,,EXP,20210805,20220530
SR BEARINGS,21D0007275,233,A,22209 E/C3,2,2,2,2,33.88,BEL,COHLT,,EXP,20210805,20220530
CEMASA,21D0007308,358,A,2216 EKTN9,3,3,3,3,90.39,BEL,COHLT,,EXP,20210806,20220602
CEMASA,21D0007308,341,A,1209 EKTN9/C3,2,2,2,2,21.34,BEL,O690,,EXP,20210806,20220530
CEMASA,21D0007309,562,B,6313-2Z/C3,7,7,7,7,55.85,BEL,O690,P000067844,,20210806,20220606
CEMASA,21D0007309,562,C,6313-2Z/C3,4,4,4,4,55.85,BEL,O690,P000067844,,20210806,20220606
CEMASA,21D0007309,562,D,6313-2Z/C3,5,5,5,5,55.85,BEL,O690,P000067844,,20210806,20220606
COMERSA,21D0007314,8,D,18550,1,1,1,1,7.08,USA,O690,P000067801,,20210806,20220603
COMERSA,21D0007314,8,E,18550,25,25,25,25,7.08,USA,O690,P000067801,,20210806,20220603
COMERSA,21D0007316,3,F,30009,2,2,2,2,18.0,USA,O690,P000067801,,20210806,20220603
COMERSA,21D0007316,3,H,30009,2,2,2,2,18.0,USA,O690,P000067801,,20210806,20220603
COMERSA,21D0007316,3,Q,30009,3,3,3,3,18.0,USA,O690,P000067801,,20210806,20220603
COMERSA,21D0007316,3,U,30009,9,9,9,9,18.0,USA,O690,P000067801,,20210806,20220603
COMERSA,21D0007316,3,Z,30009,2,2,2,2,18.0,USA,O690,P000067801,,20210806,20220603
COMERSA,21D0007316,3,I,30009,2,2,2,2,18.0,USA,O690,P000067801,,20210806,20220603
COMERSA,21D0007316,3,K,30009,2,2,2,2,18.0,USA,O690,P000067801,,20210806,20220603
COMERSA,21D0007316,3,L,30009,2,2,2,2,18.0,USA,O690,P000067801,,20210806,20220603
COMERSA,21D0007316,3,N,30009,2,2,2,2,18.0,USA,O690,P000067801,,20210806,20220603
COMERSA,21D0007316,3,R,30009,1,1,1,1,18.0,USA,O690,P000067801,,20210806,20220603
COMERSA,21D0007316,3,S,30009,5,5,5,5,18.0,USA,O690,P000067801,,20210806,20220603
COMERSA,21D0007316,3,T,30009,9,9,9,9,18.0,USA,O690,P000067801,,20210806,20220603
COMERSA,21D0007316,3,V,30009,1,1,1,1,18.0,USA,O690,P000067801,,20210806,20220603
COMERSA,21D0007316,3,W,30009,5,5,5,5,18.0,USA,O690,P000067801,,20210806,20220603
HIVIMAR,21D0007324,273,B,SY 3/4 TF,4,4,4,4,13.72,BEL,O690,P000067590,,20210808,20220523
HIVIMAR,21D0007324,273,C,SY 3/4 TF,16,16,16,16,13.72,BEL,O690,P000067590,,20210808,20220523
HIVIMAR,21D0007324,273,D,SY 3/4 TF,6,6,6,6,13.72,BEL,O690,P000067590,,20210808,20220523
HIVIMAR,21D0007324,273,E,SY 3/4 TF,6,6,6,6,13.72,BEL,O690,P000067590,,20210808,20220523
HIVIMAR,21D0007324,273,F,SY 3/4 TF,12,12,12,12,13.72,BEL,O690,P000067590,,20210808,20220523
CEMASA,21D0007377,55,A,UCF 205-16,55,55,55,55,10.21,CYM,COHLT,,EXP,20210810,20220601
CROSSROAD,21D0007393,27,B,PHC 2060-O/L,24,24,24,24,2.01,BEL,O690,P000067606,,20210811,20220523
INTEREMPAQUES,21D0007482,32,E,PTB-50X60X6.6-J1S,275,275,275,275,1.53,USA,O690,P000067680,,20210813,20220525
INTEREMPAQUES,21D0007482,32,F,PTB-50X60X6.6-J1S,300,300,300,300,1.53,USA,O690,P000067680,,20210813,20220525
INTEREMPAQUES,21D0007482,1,C,HW-20X28X5-J2G,20,20,20,20,0.72,USA,O690,P000067680,,20210813,20220525
AGEN DOMIN,21D0007791,18,B,21820,5,5,5,5,13.41,BEL,O690,P000067632,,20210823,20220523
BEARINGS U.S.A,21D0007833,132,A,UC 208,20,20,20,20,0.0,CYM,COHLT,,EXP,20210824,20220527
BEARINGS U.S.A,21D0007833,133,A,UC 208,10,10,10,10,0.0,CYM,COHLT,,EXP,20210824,20220527
LA BALINERA,21D0007903,2,A,F4BRP 215-SRB-SRE,2,2,2,2,244.99,BEL,TM5582,,EXP,20210825,20220607
LA BALINERA,21D0007903,2,B,F4BRP 215-SRB-SRE,3,3,3,3,244.99,BEL,TM5582,,EXP,20210825,20220607
LA BALINERA,21D0007903,2,C,F4BRP 215-SRB-SRE,1,1,1,1,244.99,BEL,TM5582,,EXP,20210825,20220607
SR BEARINGS,21D0008203,4,A,2216 ETN9,2,2,2,2,69.88,BEL,COHLT,,EXP,20210901,20220601
SR BEARINGS,21D0008203,113,A,61806-2RS1,10,10,10,10,7.44,BEL,COHLT,,EXP,20210901,20220525
SR BEARINGS,21D0008203,153,A,33207,12,12,12,12,11.97,BEL,COHLT,,EXP,20210901,20220525
CROSSROAD,21D0008205,41,C,PHC 2060-C/L,2,2,2,2,0.9,BEL,O690,P000067606,,20210901,20220523
SR BEARINGS,21D0008212,163,A,SY 55 TF,4,4,4,4,50.16,BEL,COHLT,,EXP,20210901,20220603
SR BEARINGS,21D0008212,163,B,SY 55 TF,2,2,2,2,50.16,BEL,COHLT,,EXP,20210901,20220603
SR BEARINGS,21D0008212,165,A,SNL 516-613,2,2,2,2,78.78,BEL,COHLT,,EXP,20210901,20220525
SR BEARINGS,21D0008212,169,A,HK 2520,30,30,30,30,4.26,BEL,COHLT,,EXP,20210901,20220525
RYASA/PAN,21D0008374,6,A,FNL 520 B,3,3,3,3,351.66,BEL,COHLT,,EXP,20210907,20220525
RYASA/PAN,21D0008374,6,E,FNL 520 B,1,1,1,1,351.66,BEL,COHLT,,EXP,20210907,20220525
RYASA/PAN,21D0008374,6,C,FNL 520 B,3,3,3,3,351.66,BEL,COHLT,,EXP,20210907,20220525
RYASA/PAN,21D0008374,6,D,FNL 520 B,1,1,1,1,351.66,BEL,COHLT,,EXP,20210907,20220525
RYASA/PAN,21D0008374,6,B,FNL 520 B,1,1,1,1,351.66,BEL,COHLT,,EXP,20210907,20220525
RYASA/PAN,21D0008374,6,F,FNL 520 B,1,1,1,1,351.66,BEL,COHLT,,EXP,20210907,20220525
ASERVIROD,21D0008647,128,A,16002-2Z,20,20,20,20,4.61,BEL,COHLT,,EXP,20210916,20220527
IJM SAS,21D0008695,159,B,PTB-50X70X13.2-J1S,20,20,20,20,3.08,USA,O690,P000067830,,20210916,20220606
HIVIMAUT,21D0008792,133,B,VKMA 95975,1,1,1,1,76.58,BEL,O690,P000067812,,20210920,20220603
HIVIMAUT,21D0008794,160,B,VKMA 95975,2,2,2,2,76.58,BEL,O690,P000067812,,20210920,20220603
BEARINGS U.S.A,21D0008810,427,A,2216 EKTN9/C3,2,2,2,2,71.94,BEL,COHLT,,EXP,20210921,20220601
BEARINGS U.S.A,21D0008810,1192,A,2208 E-2RS1TN9,6,6,6,6,26.25,BEL,O690,,EXP,20210921,20220601
BEARINGS U.S.A,21D0008810,1368,A,NU 215 ECP,2,2,2,2,50.55,BEL,O690,,EXP,20210921,20220601
BEARINGS U.S.A,21D0008810,1492,A,NU 314 ECJ,1,1,1,1,93.83,BEL,O690,,EXP,20210921,20220601
BEARINGS U.S.A,21D0008810,1554,A,6018-2Z/C3,2,2,2,2,34.56,BEL,O690,,EXP,20210921,20220601
BEARINGS U.S.A,21D0008810,1578,A,6215-2Z/C3,5,5,5,5,27.98,BEL,O690,,EXP,20210921,20220601
BEARINGS U.S.A,21D0008810,1591,A,30306,2,2,2,2,0.0,BEL,COHLT,,EXP,20210921,20220601
BEARINGS U.S.A,21D0008810,1593,A,6316-2Z/C3,5,5,5,5,69.4,BEL,O690,,EXP,20210921,20220601
BEARINGS U.S.A,21D0008810,1594,A,6316-2Z/C3,2,2,2,2,69.4,BEL,O690,,EXP,20210921,20220601
BEARINGS U.S.A,21D0008810,1596,A,16004,2,2,2,2,3.14,BEL,O690,,EXP,20210921,20220601
BEARINGS U.S.A,21D0008810,1316,B,PER.32306,1,1,1,1,4.6,BEL,O690,,EXP,20210921,20220601
BEARINGS U.S.A,21D0008810,1329,A,6215-2RS1/C3,3,3,3,3,28.4,BEL,COHLT,,EXP,20210921,20220602
BEARINGS U.S.A,21D0008810,1641,A,PER.6206-ZZDC3V2,10,10,10,10,2.16,BEL,COHLT,,EXP,20210921,20220603
BEARINGS U.S.A,21D0008810,1599,A,100X120X10 HMSA10 RG,1,1,1,1,2.89,BEL,COHLT,,EXP,20210921,20220603
BEARINGS U.S.A,21D0008810,1605,A,E2.6205-2Z/C3,179,179,179,179,1.2,BEL,COHLT,,EXP,20210921,20220603
BEARINGS U.S.A,21D0008810,1609,A,6020-2Z/C3,1,1,1,1,45.95,BEL,COHLT,,EXP,20210921,20220603
BEARINGS U.S.A,21D0008810,1611,A,NU 309 ECJ,1,1,1,1,41.28,BEL,COHLT,,EXP,20210921,20220603
BEARINGS U.S.A,21D0008810,1613,A,7203 BEP,5,5,5,5,7.47,BEL,COHLT,,EXP,20210921,20220603
BEARINGS U.S.A,21D0008810,1617,A,3305 A-2ZTN9/MT33,4,4,4,4,25.6,BEL,COHLT,,EXP,20210921,20220603
BEARINGS U.S.A,21D0008810,1620,A,625-2RS1,20,20,20,20,1.75,BEL,COHLT,,EXP,20210921,20220603
BEARINGS U.S.A,21D0008810,1624,A,E2.608-2Z/C3,3,3,3,3,0.77,BEL,COHLT,,EXP,20210921,20220603
BEARINGS U.S.A,21D0008810,1629,A,NU 310 ECJ,1,1,1,1,49.26,BEL,COHLT,,EXP,20210921,20220603
BEARINGS U.S.A,21D0008810,1630,A,22336 CCK/C3W33,1,1,1,1,1422.46,BEL,COHLT,,EXP,20210921,20220603
BEARINGS U.S.A,21D0008810,1631,A,22336 CCK/C3W33,1,1,1,1,1422.46,BEL,COHLT,,EXP,20210921,20220603
BEARINGS U.S.A,21D0008810,1634,A,22211 E/C3,10,10,10,10,39.8,BEL,COHLT,,EXP,20210921,20220603
BEARINGS U.S.A,21D0008810,1640,A,E2.6201-2Z/C3,135,135,135,135,0.95,BEL,COHLT,,EXP,20210921,20220603
BEARINGS U.S.A,21D0008810,1644,A,E2.6304-2Z/C3,36,36,36,36,1.32,BEL,COHLT,,EXP,20210921,20220603
BEARINGS U.S.A,21D0008810,1645,A,E2.6304-2Z/C3,24,24,24,24,1.32,BEL,COHLT,,EXP,20210921,20220603
BEARINGS U.S.A,21D0008810,1646,A,YAR 204-2F,10,10,10,10,11.32,BEL,COHLT,,EXP,20210921,20220603
BEARINGS U.S.A,21D0008810,1648,A,6309-2RS1/C3GJN,10,10,10,10,11.71,BEL,COHLT,,EXP,20210921,20220603
BEARINGS U.S.A,21D0008810,1649,A,6309-2RS1/C3GJN,12,12,12,12,11.71,BEL,COHLT,,EXP,20210921,20220603
BEARINGS U.S.A,21D0008810,1650,A,6309-2RS1/C3GJN,9,9,9,9,11.71,BEL,COHLT,,EXP,20210921,20220603
BEARINGS U.S.A,21D0008810,1653,A,30212,1,1,1,1,0.0,BEL,COHLT,,EXP,20210921,20220603
BEARINGS U.S.A,21D0008810,1654,A,62201-2RS1,5,5,5,5,6.91,BEL,COHLT,,EXP,20210921,20220603
BEARINGS U.S.A,21D0008810,1655,A,6308-2RS1,2,2,2,2,10.22,BEL,COHLT,,EXP,20210921,20220603
BEARINGS U.S.A,21D0008810,1656,A,6212-2RS1/C3,13,13,13,13,13.52,BEL,COHLT,,EXP,20210921,20220603
BEARINGS U.S.A,21D0008810,1657,A,6212-2RS1/C3,17,17,17,17,13.52,BEL,COHLT,,EXP,20210921,20220603
BEARINGS U.S.A,21D0008810,1227,A,PER.30206,1,1,1,1,2.25,CYM,RW1938,,EXP,20210921,20220524
BEARINGS U.S.A,21D0008810,1227,B,PER.30206,2,2,2,2,2.25,CYM,RW1938,,EXP,20210921,20220524
BEARINGS U.S.A,21D0008810,1504,A,PER.6205-2RLDV2,30,30,30,30,1.32,CYM,RW1938,,EXP,20210921,20220524
BEARINGS U.S.A,21D0008810,1331,B,22316 E/C3,1,1,1,1,130.59,BEL,O690,,EXP,20210921,20220525
BEARINGS U.S.A,21D0008810,1331,A,22316 E/C3,1,1,1,1,130.59,BEL,O690,,EXP,20210921,20220525
BEARINGS U.S.A,21D0008810,1347,A,FYTB 35 TF,13,13,13,13,23.61,BEL,O690,,EXP,20210921,20220525
BEARINGS U.S.A,21D0008810,1469,A,E2.6307-2Z/C3,2,2,2,2,4.83,BEL,O690,,EXP,20210921,20220525
BEARINGS U.S.A,21D0008810,1471,A,E2.6307-2Z/C3,3,3,3,3,4.83,BEL,O690,,EXP,20210921,20220525
BEARINGS U.S.A,21D0008810,1474,A,FYTB 35 TF,7,7,7,7,23.61,BEL,O690,,EXP,20210921,20220525
BEARINGS U.S.A,21D0008810,1556,A,E2.6205-2Z/C3,41,41,41,41,1.2,BEL,O690,,EXP,20210921,20220525
BEARINGS U.S.A,21D0008810,1572,B,6209-2RS1/C3GJN,11,11,11,11,7.05,BEL,O690,,EXP,20210921,20220525
BEARINGS U.S.A,21D0008810,1349,A,NU 318 ECJ,1,1,1,1,157.99,BEL,COHLT,,EXP,20210921,20220526
BEARINGS U.S.A,21D0008810,1525,A,PER.LM12749/10,9,9,9,9,2.21,CYM,RW1938,,EXP,20210921,20220527
BEARINGS U.S.A,21D0008810,1526,A,PER.LM501349/10,10,10,10,10,3.16,CYM,RW1938,,EXP,20210921,20220527
BEARINGS U.S.A,21D0008810,1527,A,PER.M12649/10,1,1,1,1,2.66,CYM,RW1938,,EXP,20210921,20220527
BEARINGS U.S.A,21D0008810,1618,A,PER.LM48548/10,3,3,3,3,2.9,CYM,RW1938,,EXP,20210921,20220527
BEARINGS U.S.A,21D0008810,1598,A,NU 2213 ECP,1,1,1,1,56.1,BEL,COHLT,,EXP,20210921,20220527
BEARINGS U.S.A,21D0008810,241,A,PER.3782/20,1,1,1,1,5.68,BEL,RW1938,,EXP,20210921,20220531
BEARINGS U.S.A,21D0008810,242,A,PER.387A/382A,1,1,1,1,5.29,BEL,RW1938,,EXP,20210921,20220531
CROSSROAD,21D0008828,13,C,14117-A,3,3,3,3,12.16,USA,O690,P000067667,,20210921,20220524
CROSSROAD,21D0008828,13,D,14117-A,1,1,1,1,12.16,USA,O690,P000067667,,20210921,20220524
CROSSROAD,21D0008828,13,F,14117-A,1,1,1,1,12.16,USA,O690,P000067667,,20210921,20220524
CROSSROAD,21D0008828,13,G,14117-A,2,2,2,2,12.16,USA,O690,P000067667,,20210921,20220524
BEARINGS,21D0008915,257,C,FY 2.1/2 TF,1,1,1,1,68.36,BEL,O690,P000067634,,20210922,20220523
BEARINGS,21D0008915,257,D,FY 2.1/2 TF,2,2,2,2,68.36,BEL,O690,P000067634,,20210922,20220523
BEARINGS,21D0008915,257,F,FY 2.1/2 TF,9,9,9,9,68.36,BEL,O690,P000067634,,20210922,20220523
BEARINGS,21D0008915,257,G,FY 2.1/2 TF,1,1,1,1,68.36,BEL,O690,P000067634,,20210922,20220523
BEARINGS,21D0008915,257,H,FY 2.1/2 TF,2,2,2,2,68.36,BEL,O690,P000067634,,20210922,20220523
BEARINGS,21D0008915,257,I,FY 2.1/2 TF,1,1,1,1,68.36,BEL,O690,P000067634,,20210922,20220523
BEARINGS,21D0008915,257,J,FY 2.1/2 TF,2,2,2,2,68.36,BEL,O690,P000067634,,20210922,20220523
BEARINGS,21D0008915,257,K,FY 2.1/2 TF,1,1,1,1,68.36,BEL,O690,P000067634,,20210922,20220523
BEARINGS,21D0008915,257,L,FY 2.1/2 TF,2,2,2,2,68.36,BEL,O690,P000067634,,20210922,20220523
BEARINGS,21D0008915,257,M,FY 2.1/2 TF,1,1,1,1,68.36,BEL,O690,P000067634,,20210922,20220523
BEARINGS,21D0008915,257,N,FY 2.1/2 TF,5,5,5,5,68.36,BEL,O690,P000067634,,20210922,20220523
BEARINGS,21D0008915,257,O,FY 2.1/2 TF,4,4,4,4,68.36,BEL,O690,P000067634,,20210922,20220523
BEARINGS,21D0008915,257,P,FY 2.1/2 TF,1,1,1,1,68.36,BEL,O690,P000067634,,20210922,20220523
